amount,transaction_hour,distance_from_usual_location,device_risk_score,location_risk_score,previous_failed_transactions,previous_fraud_history,recent_transaction_count,account_age_days,merchant_category,payment_method,is_fraud
3072.34,18,97.19,0.39,0.267,4,0,2,266,grocery,card,0
1318.25,6,17.26,0.082,0.861,1,0,3,1985,gaming,card,0
2871.69,8,14.96,0.648,0.525,2,0,1,890,grocery,upi,0
1440.36,5,270.33,0.731,0.923,2,0,4,1998,gaming,card,1
625.48,9,12.85,0.174,0.635,2,0,5,1033,gaming,netbanking,1
2203.53,6,414.39,0.694,0.016,0,0,5,446,fashion,card,0
1224.9,5,219.29,0.179,0.913,1,0,5,298,travel,upi,1
1098.1,10,50.58,0.137,0.857,0,0,9,1522,grocery,netbanking,0
4783.62,20,50.6,0.147,0.635,1,1,4,238,electronics,netbanking,0
94.55,18,20.93,0.599,0.535,0,0,7,113,travel,netbanking,0
265.69,7,54.05,0.779,0.453,0,1,6,786,grocery,card,1
334.6,22,8.77,0.597,0.482,1,0,5,637,fashion,upi,0
762.6,5,56.21,0.809,0.769,2,0,1,472,gaming,card,1
850.13,21,172.3,0.591,0.513,3,0,3,1032,fashion,card,0
242.91,7,51.91,0.797,0.176,0,0,7,1152,gaming,netbanking,1
409.46,12,12.24,0.977,0.058,3,0,8,873,travel,card,1
463.66,4,34.54,0.391,0.126,1,0,5,1053,electronics,card,0
12802.86,18,103.16,0.15,0.251,2,0,6,1339,grocery,card,1
6645.81,7,26.11,0.135,0.368,0,0,3,333,travel,upi,0
726.51,20,48.43,0.597,0.892,1,0,3,745,grocery,netbanking,1
762.36,1,21.65,0.547,0.239,0,0,5,36,fashion,card,0
347.51,12,38.35,0.184,0.32,1,0,3,1937,gaming,card,0
162.69,3,15.34,0.882,0.223,1,1,7,1293,grocery,netbanking,1
975.67,21,216.77,0.957,0.546,0,0,4,1607,travel,card,1
404.3,10,73.55,0.253,0.617,0,0,2,1548,travel,card,0
1007.42,16,50.08,0.207,0.532,1,0,4,22,electronics,card,0
221.36,21,312.12,0.214,0.952,1,1,6,981,electronics,netbanking,1
511.85,12,164.46,0.387,0.995,0,0,6,1740,fashion,netbanking,0
1272.36,1,9.71,0.853,0.837,1,0,1,1155,electronics,card,1
1581.63,5,134.45,0.596,0.805,1,0,1,1199,grocery,card,0
1664.82,5,90.81,0.068,0.366,0,0,2,1923,fashion,card,0
292.81,21,141.99,0.473,0.58,0,0,5,1501,grocery,upi,0
2577.78,21,33.22,0.09,0.351,0,0,3,1537,electronics,netbanking,0
492.64,11,50.65,0.406,0.784,1,0,4,1599,grocery,netbanking,0
2064.94,21,137.2,0.404,0.172,0,0,4,674,travel,upi,0
1085.03,5,122.38,0.648,0.217,1,1,5,1946,electronics,netbanking,0
276.89,16,66.47,0.549,0.039,1,0,6,1702,electronics,card,0
799.35,9,125.53,0.875,0.609,0,1,5,75,electronics,netbanking,1
1580.29,5,7.75,0.016,0.689,0,0,2,1101,travel,upi,0
2024.27,6,89.02,0.774,0.003,1,0,0,502,fashion,netbanking,1
952.43,10,0.69,0.023,0.511,2,0,7,1048,gaming,card,0
5073.46,8,6.33,0.304,0.377,1,0,2,1618,fashion,netbanking,0
3003.43,5,3.63,0.88,0.792,0,0,8,1386,travel,card,0
848.39,8,218.82,0.69,0.039,1,0,4,1601,travel,netbanking,0
2321.86,3,147.02,0.172,0.049,2,0,9,864,travel,card,1
7583.98,23,83.46,0.491,0.62,0,0,2,164,grocery,card,0
7789.13,9,61.68,0.722,0.592,1,0,2,1762,travel,upi,1
321.18,2,12.23,0.937,0.831,0,0,4,167,fashion,upi,1
434.18,13,10.37,0.634,0.592,0,0,5,342,gaming,card,0
4841.2,21,95.98,0.025,0.949,0,0,2,1447,grocery,card,0
380.59,8,137.89,0.5,0.314,1,0,5,849,fashion,netbanking,0
292.21,20,132.3,0.153,0.398,0,0,3,958,grocery,card,0
674.39,14,280.19,0.048,0.978,3,1,4,139,grocery,netbanking,1
1669.41,17,51.08,0.599,0.108,0,0,3,350,grocery,card,0
989.9,7,13.22,0.777,0.796,0,0,5,1413,grocery,card,0
572.17,0,10.44,0.036,0.012,1,0,4,1136,grocery,card,0
558.8,8,15.58,0.784,0.487,1,0,4,547,travel,upi,0
537.89,22,265.51,0.706,0.153,2,0,5,806,gaming,upi,0
455.09,18,9.07,0.752,0.599,0,0,4,856,fashion,upi,1
10738.95,18,63.57,0.245,0.798,3,0,1,1846,fashion,netbanking,0
1476.62,21,236.57,0.394,0.033,0,0,5,1773,grocery,upi,0
2661.8,8,50.99,0.12,0.164,0,0,4,965,gaming,card,0
672.45,7,10.25,0.239,0.343,0,0,3,380,travel,upi,0
910.55,22,95.04,0.303,0.256,1,0,2,1139,grocery,card,0
537.24,13,13.26,0.319,0.383,0,0,3,14,fashion,upi,0
77.35,7,170.27,0.175,0.952,1,0,1,1297,fashion,upi,0
276.44,6,4.86,0.189,0.101,1,0,5,1160,travel,card,0
179.36,21,58.15,0.901,0.423,0,0,5,1798,fashion,netbanking,0
115.61,1,108.53,0.784,0.457,0,0,2,880,fashion,upi,0
331.84,1,13.5,0.344,0.28,2,0,4,1128,travel,card,0
4125.55,17,3.38,0.948,0.279,1,0,1,119,electronics,card,0
1048.97,0,54.65,0.239,0.715,0,0,2,1651,gaming,card,0
3986.08,4,39.02,0.407,0.618,1,0,3,599,fashion,netbanking,0
1654.05,23,23.35,0.814,0.813,2,1,6,1517,travel,card,1
2398.4,10,88.49,0.443,0.405,1,0,10,485,fashion,upi,0
445.46,17,100.24,0.235,0.607,2,0,3,701,electronics,upi,0
1851.87,11,215.11,0.369,0.894,1,0,2,528,gaming,upi,0
2272.68,2,331.75,0.501,0.851,3,0,8,1798,fashion,upi,0
616.07,4,50.42,0.621,0.92,1,0,5,1581,fashion,upi,0
1918.96,18,4.77,0.406,0.269,0,0,4,1411,electronics,netbanking,0
1931.76,2,20.39,0.431,0.985,1,0,3,616,electronics,card,0
632.99,14,2.69,0.264,0.816,0,0,3,1469,gaming,upi,0
356.82,8,43.39,0.535,0.795,0,0,4,984,fashion,card,0
335.58,8,8.0,0.219,0.668,2,0,3,1432,grocery,card,0
1195.72,22,211.7,0.868,0.983,0,0,4,538,gaming,card,0
1520.83,14,4.88,0.747,0.442,1,0,6,1083,grocery,netbanking,0
496.45,14,123.18,0.41,0.742,3,0,3,1901,travel,netbanking,0
1126.18,8,20.27,0.747,0.699,2,0,3,166,travel,card,0
1940.18,9,34.76,0.007,0.732,1,0,3,1550,electronics,upi,0
2034.88,16,129.42,0.344,0.751,2,0,2,1398,travel,netbanking,0
5176.48,0,2.36,0.44,0.191,0,0,9,852,grocery,card,1
3932.3,5,14.08,0.47,0.349,0,0,4,1820,fashion,upi,0
402.91,14,50.14,0.749,0.392,0,0,8,1456,fashion,upi,0
5905.19,14,77.67,0.963,0.748,1,0,5,1059,gaming,netbanking,0
644.85,2,51.05,0.38,0.716,1,0,4,636,travel,upi,0
3117.77,18,58.54,0.351,0.833,2,0,6,1376,travel,netbanking,0
1173.78,13,94.9,0.611,0.789,3,0,2,173,grocery,upi,0
726.22,5,2.98,0.281,0.596,0,0,4,521,electronics,card,0
179.88,18,32.02,0.141,0.14,0,0,2,866,travel,upi,0
923.74,23,48.42,0.962,0.635,0,0,2,456,travel,netbanking,0
230.58,10,90.83,0.81,0.887,2,0,5,1133,gaming,netbanking,0
2885.05,6,48.29,0.958,0.643,1,0,6,1744,electronics,card,0
4998.0,7,40.35,0.218,0.896,1,0,5,705,grocery,upi,0
494.27,14,26.4,0.018,0.999,0,0,3,820,gaming,card,1
1483.22,1,60.55,0.437,0.359,1,0,2,809,travel,upi,0
530.92,11,15.77,0.934,0.723,2,0,5,1452,grocery,netbanking,0
584.94,0,6.45,0.138,0.54,0,0,3,1431,gaming,netbanking,0
2379.14,0,177.06,0.117,0.455,0,0,4,476,electronics,upi,1
1055.17,10,76.9,0.069,0.24,0,0,4,1791,gaming,netbanking,0
6245.7,17,8.09,0.765,0.246,0,0,3,1298,electronics,upi,0
677.07,21,1.87,0.786,0.185,0,0,2,1789,electronics,upi,0
2978.98,2,80.69,0.695,0.631,0,0,2,1751,electronics,card,0
1208.84,5,125.4,0.053,0.142,3,0,1,1155,grocery,card,0
2430.32,10,58.66,0.723,0.431,1,0,4,1410,gaming,upi,1
701.23,13,2.98,0.449,0.523,0,0,4,1262,travel,card,0
1043.61,23,16.2,0.158,0.438,0,0,6,1222,travel,card,0
977.01,16,4.51,0.295,0.855,2,0,5,1070,electronics,card,0
475.3,12,112.62,0.501,0.443,2,0,3,469,travel,upi,0
2126.18,1,12.95,0.33,0.083,1,0,7,748,travel,netbanking,0
2101.17,1,145.33,0.97,0.992,0,0,5,1413,electronics,netbanking,0
1985.36,3,106.99,0.475,0.845,1,0,5,1478,travel,upi,0
5099.85,15,47.33,0.372,0.66,1,0,3,940,travel,netbanking,0
4672.01,7,45.87,0.673,0.756,1,1,5,231,fashion,card,1
753.75,5,8.33,0.651,0.128,2,0,6,276,fashion,upi,0
1592.49,16,23.11,0.002,0.766,0,0,3,1789,fashion,card,0
587.81,19,8.76,0.618,0.208,0,0,4,260,grocery,card,0
1122.55,10,141.01,0.244,0.489,1,0,3,574,gaming,upi,0
602.0,21,52.98,0.375,0.178,0,0,5,134,fashion,card,0
5541.78,17,6.89,0.706,0.754,1,0,4,445,fashion,upi,0
1577.66,17,138.74,0.557,0.246,0,0,2,1680,fashion,netbanking,0
881.8,20,5.23,0.369,0.253,2,0,6,555,travel,netbanking,0
3617.79,4,19.91,0.167,0.109,0,0,6,1671,travel,upi,0
125.13,18,146.13,0.505,0.721,0,0,2,1625,grocery,netbanking,0
146.33,22,75.73,0.319,0.296,1,0,5,1403,gaming,netbanking,0
2430.47,23,60.93,0.913,0.518,1,0,0,545,gaming,card,0
1164.99,13,162.35,0.534,0.332,0,0,5,1994,gaming,upi,0
1408.73,18,14.49,0.866,0.775,0,0,3,1222,fashion,netbanking,1
291.08,21,26.97,0.39,0.226,0,0,1,1542,electronics,upi,0
1071.45,20,39.94,0.827,0.941,0,0,4,692,electronics,upi,1
8131.57,21,145.59,0.057,0.321,1,0,6,1329,gaming,upi,0
2500.38,19,10.77,0.298,0.104,0,0,5,1316,electronics,upi,0
1299.46,9,125.75,0.078,0.24,1,0,2,1198,fashion,upi,0
706.94,17,2.29,0.032,0.074,0,0,6,1187,fashion,upi,0
739.1,9,23.46,0.919,0.469,2,0,6,1409,grocery,netbanking,1
130.43,19,20.43,0.717,0.25,0,0,5,1995,grocery,netbanking,0
1418.9,19,49.61,0.625,0.886,0,0,2,1739,grocery,upi,1
2554.17,22,44.88,0.532,0.517,1,0,4,628,fashion,card,0
226.87,14,316.92,0.57,0.233,2,0,3,1779,electronics,upi,0
565.99,11,38.85,0.639,0.451,1,0,1,706,electronics,card,0
344.65,3,79.84,0.827,0.196,0,0,4,505,gaming,card,0
417.65,15,2.79,0.597,0.179,0,0,7,405,travel,card,0
1156.88,13,115.63,0.749,0.301,1,0,5,1410,grocery,card,1
136.4,12,43.83,0.281,0.108,1,0,6,933,electronics,netbanking,0
2026.92,16,37.36,0.977,0.189,0,0,4,1657,travel,upi,0
2330.54,20,11.7,0.032,0.938,1,0,6,1676,travel,netbanking,0
853.12,3,226.57,0.387,0.667,0,0,6,1081,fashion,netbanking,1
91.77,10,78.96,0.882,0.921,1,0,8,429,gaming,card,1
404.88,17,25.02,0.181,0.257,1,1,3,232,grocery,card,0
3762.74,19,2.57,0.141,0.857,0,0,4,1923,electronics,card,0
68.17,18,141.78,0.365,0.362,1,0,3,621,fashion,card,0
774.7,19,76.78,0.428,0.144,0,0,5,36,grocery,card,1
336.97,20,42.6,0.933,0.805,0,0,5,799,travel,upi,1
2451.78,23,24.74,0.836,0.06,1,0,6,1612,grocery,netbanking,0
558.29,14,103.44,0.464,0.405,0,0,1,191,travel,card,0
1642.47,5,119.85,0.973,0.819,0,0,4,1386,grocery,upi,1
1930.36,13,41.72,0.642,0.617,0,0,2,837,fashion,card,0
6878.98,17,65.56,0.874,0.518,1,0,4,1811,travel,netbanking,0
895.21,2,265.09,0.246,0.354,1,1,2,903,gaming,netbanking,1
1597.26,18,356.02,0.489,0.075,2,0,5,1048,grocery,netbanking,0
248.38,13,163.25,0.03,0.991,1,0,2,919,gaming,upi,0
3606.21,22,52.79,0.009,0.175,1,0,5,1365,travel,netbanking,0
512.6,5,9.57,0.705,0.255,0,0,5,151,travel,card,0
625.93,21,139.91,0.118,0.236,0,0,4,108,fashion,upi,0
1072.5,10,2.8,0.548,0.908,0,0,3,1168,fashion,card,0
229.78,13,30.24,0.696,0.764,2,0,2,794,gaming,netbanking,0
1378.53,15,3.24,0.032,0.457,1,0,4,342,gaming,card,0
2885.54,13,88.52,0.449,0.955,0,0,4,1543,electronics,upi,0
1469.88,21,35.27,0.684,0.053,0,0,3,1501,electronics,card,0
223.88,4,63.57,0.89,0.894,1,0,4,226,gaming,netbanking,1
968.93,17,47.42,0.299,0.06,1,0,7,376,gaming,upi,0
2303.14,23,66.56,0.974,0.391,0,0,3,1566,gaming,upi,0
167.67,5,9.98,0.845,0.054,1,0,4,961,gaming,netbanking,0
374.37,6,8.17,0.651,0.999,1,0,4,623,fashion,netbanking,0
2634.75,11,93.3,0.392,0.914,2,0,3,1063,gaming,upi,0
1436.69,17,44.32,0.711,0.585,4,0,6,712,fashion,upi,1
1655.69,23,45.7,0.816,0.218,1,0,3,196,gaming,card,0
7040.92,19,5.79,0.303,0.277,1,0,5,1298,travel,netbanking,0
1752.07,19,74.03,0.993,0.45,0,0,5,1395,gaming,netbanking,0
2117.28,10,65.39,0.909,0.323,0,1,4,165,grocery,upi,1
16493.89,15,2.09,0.486,0.021,1,0,2,506,gaming,upi,0
885.54,5,7.99,0.723,0.656,0,0,6,1253,gaming,netbanking,0
493.79,11,61.62,0.524,0.613,1,0,4,1516,fashion,card,0
1682.1,4,5.81,0.761,0.904,1,0,6,1828,gaming,card,0
1701.03,0,23.86,0.827,0.477,0,0,6,1211,travel,card,0
647.61,20,11.0,0.023,0.345,0,0,2,196,electronics,upi,0
390.57,19,54.09,0.079,0.512,2,0,3,711,grocery,netbanking,0
11046.23,12,56.56,0.336,0.195,0,0,5,513,grocery,card,1
1520.57,0,68.8,0.918,0.626,3,0,5,1975,gaming,netbanking,1
527.27,2,107.6,0.398,0.77,2,0,2,37,grocery,netbanking,0
2740.59,2,38.6,0.888,0.153,3,0,3,757,electronics,netbanking,1
983.24,17,3.28,0.462,0.318,0,0,4,1040,travel,netbanking,0
851.6,4,156.32,0.289,0.868,1,0,4,605,electronics,upi,0
1924.21,6,68.49,0.901,0.506,1,0,5,1464,gaming,upi,0
301.3,20,38.13,0.561,0.532,0,0,4,271,grocery,upi,0
1560.29,21,68.1,0.36,0.722,1,0,4,1853,grocery,upi,0
7427.58,18,20.16,0.044,0.578,1,0,3,806,electronics,netbanking,0
1747.91,7,34.22,0.111,0.07,0,0,1,742,fashion,netbanking,0
752.79,13,95.94,0.139,0.804,0,0,8,1847,electronics,netbanking,0
660.43,4,80.5,0.365,0.923,0,0,4,306,gaming,upi,0
727.53,20,226.42,0.607,0.053,0,0,4,943,grocery,upi,0
850.68,2,27.59,0.308,0.121,0,0,4,67,electronics,card,0
751.59,17,67.96,0.066,0.702,1,0,3,1028,fashion,upi,0
2741.64,12,55.07,0.265,0.604,0,0,3,656,fashion,netbanking,0
193.79,18,3.91,0.409,0.383,0,0,2,1483,travel,netbanking,0
2596.71,10,23.17,0.992,0.539,0,0,2,1029,travel,upi,0
750.18,3,238.26,0.393,0.703,0,0,5,1254,grocery,upi,0
1598.7,18,40.86,0.089,0.504,0,0,4,1802,grocery,card,0
355.32,15,8.5,0.581,0.14,1,0,5,1901,grocery,upi,0
4140.75,11,51.09,0.92,0.089,2,0,4,440,travel,upi,1
3810.95,8,107.64,0.787,0.439,0,0,5,1009,gaming,card,0
2862.9,8,161.46,0.836,0.923,0,0,4,1564,grocery,card,0
241.11,11,83.53,0.928,0.558,1,0,3,263,grocery,upi,0
2512.72,6,26.01,0.637,0.358,0,0,2,967,fashion,netbanking,0
1643.95,6,89.9,0.995,0.909,1,0,5,1118,travel,netbanking,0
220.24,6,81.69,0.033,0.389,0,0,1,1736,electronics,upi,0
1070.31,0,204.72,0.835,0.509,1,0,2,185,grocery,card,1
1578.98,22,80.54,0.857,0.116,0,0,2,1727,gaming,upi,0
1912.33,5,54.25,0.917,0.737,0,0,4,483,fashion,card,1
1309.32,3,15.88,0.478,0.7,0,0,5,1716,travel,card,0
1467.38,3,61.02,0.788,0.794,2,0,6,1312,electronics,upi,0
4786.77,23,24.57,0.195,0.325,0,0,1,808,gaming,netbanking,0
3736.98,11,11.08,0.603,0.436,0,0,7,276,grocery,card,0
62.36,7,185.28,0.359,0.168,1,0,2,698,fashion,netbanking,0
798.36,9,36.67,0.596,0.965,0,0,5,1482,fashion,upi,0
930.15,2,129.38,0.676,0.086,3,0,1,422,fashion,netbanking,0
190.17,7,120.32,0.347,0.649,1,0,2,1342,fashion,upi,1
1204.94,5,36.65,0.216,0.705,1,0,6,464,electronics,upi,1
3822.87,19,31.73,0.322,0.158,0,0,4,171,travel,upi,0
369.97,1,93.97,0.664,0.365,0,0,2,1236,travel,upi,0
1535.18,10,1.64,0.677,0.043,3,0,3,1626,gaming,card,1
438.86,18,103.49,0.741,0.557,1,0,2,1924,fashion,upi,0
560.08,20,22.23,0.127,0.995,0,0,1,1008,travel,netbanking,0
4804.91,12,16.05,0.819,0.43,1,0,7,1215,fashion,card,0
637.43,5,19.52,0.688,0.99,1,0,10,1365,gaming,card,0
1741.0,8,147.49,0.031,0.126,0,0,4,830,fashion,card,0
168.81,5,176.82,0.336,0.392,0,0,4,82,electronics,upi,0
7060.83,15,36.69,0.467,0.902,0,0,5,492,grocery,upi,0
2003.5,7,84.44,0.361,0.877,1,0,1,764,gaming,upi,0
913.7,15,439.08,0.117,0.324,0,0,1,1307,grocery,netbanking,1
1949.93,15,14.13,0.207,0.679,0,1,4,616,travel,netbanking,0
267.78,22,62.23,0.025,0.886,2,0,6,429,grocery,card,1
3577.9,8,17.02,0.093,0.767,0,0,4,1811,gaming,card,0
793.15,23,216.47,0.266,0.628,2,0,4,195,grocery,netbanking,1
894.2,9,5.21,0.82,0.153,0,0,7,1578,fashion,card,0
670.72,16,4.76,0.527,0.073,2,0,4,196,fashion,upi,0
613.6,15,39.5,0.424,0.615,0,0,4,647,fashion,card,0
2196.61,19,8.44,0.662,0.5,0,0,4,1702,travel,upi,0
1416.45,11,29.27,0.542,0.238,0,0,6,1685,travel,card,0
2104.32,19,127.41,0.132,0.293,0,0,4,770,travel,card,0
1087.03,8,32.72,0.223,0.392,0,0,1,45,fashion,card,1
1832.07,11,2.42,0.223,0.496,0,0,2,1881,grocery,upi,0
721.37,11,269.41,0.6,0.39,0,0,1,1778,gaming,card,1
10195.81,16,11.3,0.462,0.387,0,0,3,998,fashion,upi,0
228.62,14,59.62,0.388,0.116,0,0,3,66,gaming,card,0
3869.72,1,59.95,0.557,0.866,1,0,4,1386,grocery,card,0
4306.61,19,35.22,0.97,0.609,3,0,5,1568,electronics,netbanking,1
467.71,18,0.79,0.314,0.146,0,0,2,1655,electronics,netbanking,0
10191.14,2,46.39,0.52,0.424,1,0,2,1464,travel,netbanking,0
2967.54,23,23.8,0.48,0.417,0,0,2,1750,gaming,netbanking,0
2896.15,15,87.99,0.717,0.601,0,0,1,1025,fashion,netbanking,0
1127.8,2,4.01,0.73,0.609,1,0,6,333,fashion,card,0
882.51,11,105.16,0.729,0.645,0,0,1,1381,electronics,netbanking,0
889.44,20,84.22,0.202,0.698,2,0,2,441,grocery,card,1
1620.57,6,85.91,0.449,0.103,0,0,7,1263,fashion,netbanking,0
4452.35,22,86.25,0.811,0.305,0,0,6,308,grocery,upi,0
1314.63,10,214.92,0.382,0.017,2,0,3,88,electronics,netbanking,0
440.78,5,8.94,0.984,0.455,1,0,4,896,travel,netbanking,1
2500.95,8,6.2,0.365,0.429,3,0,4,1188,fashion,netbanking,0
2754.94,12,5.96,0.498,0.734,0,0,2,318,fashion,netbanking,0
2110.46,16,57.14,0.475,0.167,0,0,3,1571,grocery,upi,0
2311.15,22,8.67,0.434,0.631,0,0,5,1305,electronics,netbanking,0
836.37,4,58.61,0.846,0.307,1,0,7,1602,gaming,card,0
433.12,23,63.79,0.155,0.382,1,0,5,732,travel,upi,0
460.27,12,8.78,0.568,0.719,0,0,4,1321,fashion,netbanking,0
213.69,3,127.64,0.619,0.072,0,0,5,1928,electronics,netbanking,0
1389.85,22,33.57,0.851,0.343,2,0,4,372,gaming,netbanking,0
1008.83,8,88.63,0.609,0.391,1,0,6,1635,travel,upi,0
706.28,14,89.81,0.96,0.716,0,0,5,1261,grocery,upi,0
57.08,16,14.06,0.872,0.199,0,0,6,1451,fashion,card,0
315.03,0,177.83,0.349,0.947,0,0,1,1255,electronics,card,0
3363.85,5,24.45,0.86,0.998,0,0,5,1380,gaming,netbanking,0
564.18,16,256.68,0.958,0.819,1,0,3,1561,fashion,card,0
1572.77,7,7.46,0.257,0.3,1,0,3,88,grocery,upi,0
272.96,0,1.17,0.61,0.664,2,0,6,73,grocery,card,0
4622.57,0,15.16,0.282,0.083,1,0,3,176,grocery,netbanking,0
949.53,19,48.27,0.65,0.871,1,0,4,1859,electronics,card,0
1465.63,3,59.44,0.094,0.516,0,0,4,869,grocery,upi,0
11223.67,2,83.0,0.734,0.176,0,0,4,1982,fashion,netbanking,0
4996.24,13,70.63,0.42,0.327,1,1,3,1830,grocery,netbanking,0
807.09,2,30.12,0.587,0.801,1,0,4,696,travel,card,1
605.94,15,98.01,0.026,0.87,1,0,5,197,electronics,upi,0
791.92,13,5.47,0.695,0.52,0,0,0,1687,fashion,upi,1
1826.03,15,2.65,0.496,0.48,1,0,4,846,grocery,card,0
987.1,11,10.71,0.625,0.751,1,0,6,602,travel,netbanking,0
738.6,18,10.96,0.316,0.826,0,0,5,1589,gaming,netbanking,0
4756.09,15,38.72,0.146,0.765,2,0,5,969,electronics,netbanking,1
978.27,9,73.16,0.435,0.384,1,0,5,646,gaming,upi,0
10933.53,0,302.72,0.944,0.642,1,0,7,798,grocery,upi,1
1200.8,6,20.62,0.228,0.857,0,1,1,1859,fashion,card,1
6537.55,3,72.09,0.676,0.152,1,0,4,611,electronics,card,0
1567.63,0,12.41,0.05,0.388,1,0,2,1870,electronics,upi,0
2872.56,6,4.24,0.718,0.057,0,0,7,1182,travel,card,0
531.33,4,2.36,0.238,0.409,2,0,5,123,fashion,netbanking,0
466.96,1,103.36,0.452,0.772,1,0,2,234,travel,card,0
1736.64,7,314.58,0.368,0.197,0,0,5,1236,travel,netbanking,0
2947.03,12,216.08,0.113,0.542,0,0,2,282,electronics,upi,0
1141.68,4,45.67,0.346,0.037,1,0,4,299,fashion,netbanking,0
302.96,6,3.64,0.35,0.898,0,0,3,931,grocery,card,0
281.39,0,14.65,0.522,0.82,1,0,8,887,grocery,netbanking,0
263.19,1,127.0,0.972,0.524,1,1,6,1883,grocery,upi,1
187.24,3,19.8,0.47,0.706,0,0,4,1796,gaming,netbanking,0
1223.52,10,70.07,0.914,0.104,0,0,4,1860,fashion,card,0
3378.02,15,28.88,0.462,0.845,0,0,4,156,electronics,card,0
1082.02,18,56.94,0.108,0.715,1,0,8,1609,fashion,netbanking,0
114.39,15,130.25,0.23,0.12,2,0,2,1875,electronics,upi,0
906.18,14,46.45,0.408,0.981,2,0,3,1227,fashion,upi,0
931.88,22,390.9,0.325,0.023,1,0,3,1988,electronics,upi,0
8919.53,6,36.86,0.866,0.629,1,0,2,1607,fashion,upi,0
255.41,19,35.53,0.679,0.172,4,0,3,1343,electronics,netbanking,0
741.98,22,53.33,0.578,0.719,1,0,5,817,grocery,upi,0
6038.15,13,4.75,0.491,0.07,0,0,3,718,gaming,card,0
1719.83,20,130.63,0.397,0.081,0,0,4,796,fashion,card,0
1926.22,3,38.14,0.612,0.466,2,0,7,509,fashion,netbanking,1
1229.77,21,95.31,0.125,0.994,2,0,4,1161,fashion,upi,0
1525.3,13,61.44,0.163,0.277,0,0,3,870,gaming,netbanking,0
2386.56,5,70.38,0.303,0.613,1,0,6,601,grocery,card,0
488.1,1,78.73,0.171,0.519,0,0,2,367,gaming,card,0
2638.74,17,23.1,0.677,0.842,1,0,3,1036,travel,card,0
277.83,10,127.91,0.025,0.289,1,0,4,49,travel,upi,0
1522.89,7,0.06,0.16,0.555,0,0,1,753,gaming,upi,0
1311.26,9,6.0,0.903,0.951,0,0,1,134,gaming,card,0
592.12,23,106.38,0.998,0.333,1,0,2,677,electronics,netbanking,0
1072.04,10,218.41,0.488,0.439,0,0,3,1330,gaming,upi,0
588.43,1,23.03,0.495,0.889,0,0,3,1278,grocery,upi,0
375.52,6,12.33,0.773,0.332,1,0,6,51,grocery,upi,0
770.0,3,52.92,0.036,0.381,0,0,6,1419,electronics,upi,0
363.58,16,11.67,0.427,0.304,0,1,6,609,electronics,netbanking,1
1514.43,19,2.05,0.1,0.81,1,0,1,956,fashion,card,0
347.2,20,54.01,0.401,0.93,0,1,3,1356,travel,upi,0
2234.96,15,8.56,0.984,0.631,2,0,4,82,gaming,upi,0
336.47,18,74.87,0.754,0.624,0,0,3,357,fashion,netbanking,0
622.48,10,36.45,0.985,0.39,3,0,5,338,fashion,upi,0
587.22,15,211.69,0.746,0.012,2,0,7,671,fashion,upi,0
4126.34,2,66.07,0.608,0.174,2,0,3,41,travel,netbanking,0
1525.82,12,98.35,0.754,0.147,0,0,5,72,electronics,netbanking,0
887.37,13,50.27,0.659,0.116,0,0,7,1029,grocery,netbanking,0
1805.73,0,83.36,0.464,0.654,2,0,5,233,gaming,netbanking,0
133.33,13,132.56,0.293,0.136,1,0,10,876,electronics,card,0
1050.34,17,54.09,0.52,0.086,1,0,6,459,fashion,upi,1
8082.97,8,53.85,0.258,0.383,1,0,2,1990,fashion,netbanking,0
1251.81,13,14.06,0.487,0.249,0,0,7,261,electronics,card,0
1173.7,6,2.07,0.146,0.146,0,0,6,965,grocery,upi,0
1897.19,6,25.71,0.565,0.146,2,0,5,949,fashion,netbanking,0
2685.45,3,58.52,0.245,0.256,1,0,7,1479,electronics,card,0
148.79,7,116.36,0.294,0.537,0,0,3,262,gaming,netbanking,0
203.91,19,53.85,0.499,0.758,1,0,4,1929,travel,card,0
1353.29,22,223.23,0.163,0.853,0,0,4,617,electronics,netbanking,0
536.53,15,78.26,0.962,0.751,1,0,5,79,fashion,upi,1
4072.55,14,141.16,0.447,0.628,0,0,6,1449,electronics,card,0
800.17,14,451.48,0.352,0.908,0,0,5,1089,fashion,card,0
158.45,11,188.01,0.029,0.52,1,0,4,1311,fashion,netbanking,0
308.58,10,238.92,0.843,0.633,0,0,7,1823,gaming,netbanking,0
70.13,14,42.7,0.626,0.412,2,0,3,772,travel,card,0
867.72,18,14.01,0.416,0.327,0,0,5,1816,grocery,upi,0
908.34,9,34.64,0.246,0.332,0,0,2,1862,grocery,upi,0
717.33,13,6.79,0.745,0.148,0,0,5,1099,grocery,card,0
3225.62,11,9.84,0.945,0.797,2,0,5,1576,gaming,netbanking,1
3635.57,6,1.8,0.381,0.055,1,0,3,77,electronics,card,0
924.83,6,0.12,0.135,0.675,1,0,2,1218,electronics,upi,0
129.71,1,185.32,0.109,0.864,0,0,5,170,fashion,card,0
2033.03,10,278.73,0.006,0.497,0,0,7,879,electronics,card,1
1910.96,17,89.55,0.744,0.07,1,0,3,1502,gaming,netbanking,0
1494.27,16,68.91,0.981,0.428,0,0,2,129,gaming,upi,0
2926.26,23,54.13,0.993,0.343,0,0,7,818,travel,netbanking,1
342.12,0,291.3,0.784,0.986,0,0,4,831,fashion,card,1
